CustomerID,Id khách hàng,Company(Đơn vị),City(Thành phố),Province(Tỉnh),Province Code(Mã vùng),District(Quận Huyện),District Code(Mã Quận Huyện),Ward(Phường Xã),Ward Code(Mã Phường Xã),Country(Quốc gia),Country Code(Mã quốc gia),Zip,Accepts Marketing(Nhận quảng cáo),Tags,Note(Ghi chú),Giới tính,Ngày sinh,Total Spent(Tổng chi tiêu),Total Orders(Tổng đơn hàng)
KH11760,17486981,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11761,17486982,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11762,17486983,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11763,17486984,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11764,17486985,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11765,17486986,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11766,17486987,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11767,17486988,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11768,17486989,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11769,17486990,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11770,17486991,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11771,17486992,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11772,17486993,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11773,17486994,,,,,,,,,,,,no,,,female,,0,0
KH11774,17486995,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11775,17486996,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11776,17486997,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11777,17486998,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11778,17486999,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11779,17487000,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11780,17487001,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11781,17487002,,,,,,,,,Vietnam,VN,,no,,,other,,907000,3
KH11782,17487003,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11783,17487004,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11784,17487005,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11785,17487006,,TP Hồ Chí Minh,TP Hồ Chí Minh,2.0,Quận 1,30.0,Phường Bến Nghé,9219.0,Vietnam,VN,,no,,,female,,940000,2
KH11786,17487007,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11787,17487008,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11788,17487009,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11789,17487010,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11790,17487011,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11791,17487012,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11792,17487013,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11793,17487014,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11794,17487015,,,,,,,,,Vietnam,VN,,no,,,other,,900000,1
KH11795,17487016,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11796,17487017,,,,,,,,,Vietnam,VN,,no,,,other,,4080000,2
KH11797,17487018,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11798,17487019,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11799,17487020,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11800,17487021,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11801,17487022,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11802,17487023,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11803,17487024,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11804,17487025,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11805,17487026,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11806,17487027,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11807,17487028,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11808,17487029,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11809,17487030,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11810,17487031,,,,,,,,,Vietnam,VN,,no,,,other,,730000,1
KH11811,17487032,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11812,17487033,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11813,17487034,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11814,17487035,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11815,17487036,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11816,17487037,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11817,17487038,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11818,17487039,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11819,17487040,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11820,17487041,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11821,17487042,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11822,17487043,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11823,17487044,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11824,17487045,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11825,17487046,,,,,,,,,Vietnam,VN,,no,,,female,,4480000,4
KH11826,17487047,,,,,,,,,Vietnam,VN,,no,,,other,,1022000,2
KH11827,17487048,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11828,17487049,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11829,17487050,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11830,17487051,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11831,17487052,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11832,17487053,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11833,17487054,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11834,17487055,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11835,17487056,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11836,17487057,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11837,17487058,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11838,17487059,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11839,17487060,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11840,17487061,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11841,17487062,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11842,17487063,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11843,17487064,,,,,,,,,Vietnam,VN,,no,,,other,,2602000,2
KH11844,17487065,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11845,17487066,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11846,17487067,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11847,17487068,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11848,17487069,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11849,17487070,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11850,17487071,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11851,17487072,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11852,17487073,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11853,17487074,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11854,17487075,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11855,17487076,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11856,17487077,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11857,17487078,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11858,17487079,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11859,17487080,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11860,17487081,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11861,17487082,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11862,17487083,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11863,17487084,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11864,17487085,,,,,,,,,Vietnam,VN,,no,,,male,1991-12-20,4760000,3
KH11865,17487086,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11866,17487087,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11867,17487088,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11868,17487089,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11869,17487090,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11870,17487091,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11871,17487092,,,,,,,,,Vietnam,VN,,no,,,female,,280000,2
KH11872,17487093,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11873,17487094,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11874,17487095,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11875,17487096,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11876,17487097,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11877,17487098,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11878,17487099,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11879,17487100,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11880,17487101,,,,,,,,,Vietnam,VN,,no,,,other,,4180000,1
KH11881,17487102,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11882,17487103,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11883,17487104,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11884,17487105,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11885,17487106,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11886,17487107,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11887,17487108,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11888,17487109,,,,,,,,,Vietnam,VN,,no,,,other,,1600000,1
KH11889,17487110,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11890,17487111,,,,,,,,,Vietnam,VN,,no,,,male,,1005000,3
KH11891,17487112,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11892,17487113,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11893,17487114,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11894,17487115,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11895,17487116,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11896,17487117,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11897,17487118,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11898,17487119,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11899,17487120,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11900,17487121,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11901,17487122,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11902,17487123,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11903,17487124,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11904,17487125,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11905,17487126,,,,,,,,,Vietnam,VN,,no,,,other,,425000,1
KH11906,17487127,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11907,17487128,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11908,17487129,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11909,17487130,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11910,17487131,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11911,17487132,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11912,17487133,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11913,17487134,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11914,17487135,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11915,17487136,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11916,17487137,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11917,17487138,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11918,17487139,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11919,17487140,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11920,17487141,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11921,17487142,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11922,17487143,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11923,17487144,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11924,17487145,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11925,17487146,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11926,17487147,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11927,17487148,,,,,,,,,Vietnam,VN,,no,,,other,,3930000,4
KH11928,17487149,,,,,,,,,Vietnam,VN,,no,,,other,,1100000,1
KH11929,17487150,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11930,17487151,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11931,17487152,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11932,17487153,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11933,17487154,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11934,17487155,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11935,17487156,,,,,,,,,Vietnam,VN,,no,,,other,,1625000,4
KH11936,17487157,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11937,17487158,,,,,,,,,Vietnam,VN,,no,,,other,,1005000,1
KH11938,17487159,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11939,17487160,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11940,17487161,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11941,17487162,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11942,17487163,,,,,,,,,Vietnam,VN,,no,,,other,,1840000,1
KH11943,17487164,,,,,,,,,Vietnam,VN,,yes,,,female,,0,1
KH11944,17487165,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11945,17487166,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11946,17487167,,,,,,,,,Vietnam,VN,,no,,,other,,3398000,9
KH11947,17487168,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11948,17487169,,TP Hồ Chí Minh,TP Hồ Chí Minh,2.0,Quận Tân Bình,43.0,Phường 10,9308.0,Vietnam,VN,,no,sapo_social,,male,,4040000,1
KH11949,17487170,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11950,17487171,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11951,17487172,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11952,17487173,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11953,17487174,,,,,,,,,Vietnam,VN,,no,,,other,,450000,1
KH11954,17487175,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11955,17487176,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11956,17487177,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11957,17487178,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11958,17487179,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11959,17487180,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11960,17487181,,,,,,,,,Vietnam,VN,,no,,,other,,4430000,3
KH11961,17487182,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11962,17487183,,,,,,,,,Vietnam,VN,,no,sapo_social,,male,,29414000,3
KH11963,17487184,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11964,17487185,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11965,17487186,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11966,17487187,,,,,,,,,Vietnam,VN,,no,,,other,,342000,1
KH11967,17487188,,,,,,,,,Vietnam,VN,,no,,,other,,330000,1
KH11968,17487189,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11969,17487190,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11970,17487191,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11971,17487192,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11972,17487193,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11973,17487194,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH11974,17487195,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11975,17487196,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH11976,17487197,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11977,17487198,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11978,17487199,,,,,,,,,Vietnam,VN,,no,sapo_social,,other,,155529000,9
KH11979,17487200,,,,,,,,,Vietnam,VN,,no,,,male,,1412000,3
KH11980,17487201,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11981,17487202,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11982,17487203,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11983,17487204,,,,,,,,,Vietnam,VN,,no,sapo_social,,other,,9264000,4
KH11984,17487205,,,,,,,,,Vietnam,VN,,no,sapo_social,,other,,1001000,2
KH11985,17487206,,TP Hồ Chí Minh,TP Hồ Chí Minh,2.0,Thành phố Thủ Đức,10924.0,Phường An Lợi Đông,107428.0,Vietnam,VN,,no,sapo_social,,male,,1900000,1
KH11986,17487207,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11987,17487208,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11988,17487209,,,,,,,,,Vietnam,VN,,no,sapo_social,,other,,0,3
KH11989,17487210,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11990,17487211,,,,,,,,,Vietnam,VN,,no,,,other,,400000,1
KH11991,17487212,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11992,17487213,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11993,17487214,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11994,17487215,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11995,17487216,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11996,17487217,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11997,17487218,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11998,17487219,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH11999,17487220,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12000,17487221,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12001,17487222,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12002,17487223,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12003,17487224,,,,,,,,,Vietnam,VN,,no,,,other,,39545000,5
KH12004,17487225,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12005,17487226,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12006,17487227,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12007,17487228,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12008,17487229,,,,,,,,,Vietnam,VN,,no,,,other,,464000,1
KH12009,17487230,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12010,17487231,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12011,17487232,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12012,17487233,,,,,,,,,Vietnam,VN,,no,,,other,,950000,2
KH12013,17487234,,,,,,,,,Vietnam,VN,,no,,,other,,450000,1
KH12014,17487235,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12015,17487236,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12016,17487237,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12017,17487238,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12018,17487239,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12019,17487240,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12020,17487241,,,,,,,,,Vietnam,VN,,no,,,other,,500000,2
KH12021,17487242,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12022,17487243,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12023,17487244,,,,,,,,,Vietnam,VN,,no,sapo_social,,other,,37703400,6
KH12024,17487245,,,,,,,,,Vietnam,VN,,no,,,other,,1350000,1
KH12025,17487246,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12026,17487247,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12027,17487248,,,,,,,,,Vietnam,VN,,no,,,other,,0,1
KH12028,17487249,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12029,17487250,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12030,17487251,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12031,17487252,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12032,17487253,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12033,17487254,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12034,17487255,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12035,17487256,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12036,17487257,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12037,17487258,,,,,,,,,Vietnam,VN,,no,sapo_social,,other,,1034000,1
KH12038,17487259,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12039,17487260,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12040,17487261,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12041,17487262,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12042,17487263,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12043,17487264,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH12044,17487265,,,,,,,,,Vietnam,VN,,no,,,other,,450000,1
KH12045,17487266,,,,,,,,,Vietnam,VN,,no,,,other,,1480000,1
KH12046,17487267,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12047,17487268,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12048,17487269,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12049,17487270,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12050,17487271,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12051,17487272,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12052,17487273,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12053,17487274,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12054,17487275,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12055,17487276,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12056,17487277,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12057,17487278,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12058,17487279,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12059,17487280,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH12060,17487281,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12061,17487282,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12062,17487283,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12063,17487284,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12064,17487285,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12065,17487286,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12066,17487287,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12067,17487288,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12068,17487289,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12069,17487290,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12070,17487291,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12071,17487292,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12072,17487293,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12073,17487294,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12074,17487295,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12075,17487296,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12076,17487297,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12077,17487298,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12078,17487299,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12079,17487300,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12080,17487301,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12081,17487302,,,,,,,,,Vietnam,VN,,no,,,other,,825000,1
KH12082,17487303,,,,,,,,,Vietnam,VN,,no,,,other,,990000,1
KH12083,17487304,,,,,,,,,Vietnam,VN,,no,,,other,,1410000,2
KH12084,17487305,,,,,,,,,Vietnam,VN,,no,sapo_social,,other,,8714000,1
KH12085,17487306,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12086,17487307,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH12087,17487308,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12088,17487309,,,,,,,,,Vietnam,VN,,no,,,other,,590000,1
KH12089,17487310,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12090,17487311,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12091,17487312,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12092,17487313,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12093,17487314,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12094,17487315,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12095,17487316,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12096,17487317,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12097,17487318,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12098,17487319,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12099,17487320,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12100,17487321,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12101,17487322,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12102,17487323,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH12103,17487324,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH12104,17487325,,,,,,,,,Vietnam,VN,,no,,,other,,295000,1
KH12105,17487326,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12106,17487327,,,,,,,,,Vietnam,VN,,no,sapo_social,,other,,9437500,9
KH12107,17487328,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12108,17487329,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12109,17487330,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH12110,17487331,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12111,17487332,,,,,,,,,Vietnam,VN,,no,,,other,,1870000,1
KH12112,17487333,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12113,17487334,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH12114,17487335,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
