STT,Mã đơn hàng,Nguồn,Nhân viên tạo đơn,Mã SKU,Số lượng sản phẩm,Giá sản phẩm,Tổng số lượng sản phẩm,Tổng tiền,Ngày tạo đơn
3020.0,HD2147,POS,Sale Kim Yến,CTG000745,1,750000,1,750000,09-07-2025 20:05
3023.0,HD2144,Website,Sale Kim Yến,CTG000735,1,180000,1,180000,09-07-2025 16:19
3026.0,HD2141,Website,,CTG000743,1,390000,2,786000,09-07-2025 10:30
,HD2141,Website,,CTG000698,1,350000,2,786000,09-07-2025 10:30
3030.0,HD2137,POS,Sale Kim Yến,CTG000640,2,1291000,2,2582000,08-07-2025 14:47
3031.0,HD2136,POS,,CTG000743,1,390000,1,390000,08-07-2025 13:39
3036.0,HD2131,POS,,CTG000382,1,735000,1,700000,07-07-2025 18:46
3038.0,HD2129,POS,Sale Kim Yến,CTG000700,1,940000,1,1034000,07-07-2025 16:41
3045.0,HD2122,POS,Sale Kim Yến,CTG000521,2,665000,3,1453500,06-07-2025 17:14
3048.0,HD2119,POS,,CTG000704,1,450000,1,450000,06-07-2025 12:27
,HD2117,POS,Sale Kim Yến,CTG000376,1,514000,5,694000,06-07-2025 10:11
3057.0,HD2110,Zalo,,CTG000602,1,620000,2,1050000,05-07-2025 09:21
,HD2110,Zalo,,CTG000359,1,380000,2,1050000,05-07-2025 09:21
3060.0,HD2107,POS,,CTG000425,1,600000,1,600000,04-07-2025 19:53
3062.0,HD2105,POS,,CTG000613,2,70000,2,140000,04-07-2025 18:12
3065.0,HD2102,POS,,CTG000743,1,390000,2,1140000,04-07-2025 17:12
,HD2102,POS,,CTG000555,1,750000,2,1140000,04-07-2025 17:12
3066.0,HD2101,POS,,CTG000578,1,950000,2,1464000,04-07-2025 16:18
,HD2101,POS,,CTG000376,1,514000,2,1464000,04-07-2025 16:18
3072.0,HD2095,POS,Sale Kim Yến,CTG000745,1,750000,3,2035000,03-07-2025 17:27
,HD2095,POS,Sale Kim Yến,CTG000743,1,390000,3,2035000,03-07-2025 17:27
,HD2095,POS,Sale Kim Yến,CTG000426,1,710000,3,2035000,03-07-2025 17:27
3075.0,HD2092,POS,Sale Kim Yến,CTG000516,1,644000,5,1634000,02-07-2025 19:38
3088.0,HD2079,POS,Sale Kim Yến,CTG000700,1,940000,1,940000,01-07-2025 15:36
,HD2077,Admin,CTG,CTG000391,4,1800000,8,8448000,01-07-2025 10:03
,HD2076,Zalo,Sale Kim Yến,CTG000391,0,1800000,0,0,01-07-2025 09:57
,HD2074,Zalo,,CTG000584,1,980000,11,1450000,30-06-2025 19:05
3094.0,HD2073,POS,,CTG000541,1,1300000,2,2200000,30-06-2025 18:05
,HD2073,POS,,CTG000470,1,900000,2,2200000,30-06-2025 18:05
3096.0,HD2071,POS,,CTG000349,1,350000,4,2430000,30-06-2025 13:53
,HD2071,POS,,CTG000745,1,750000,4,2430000,30-06-2025 13:53
,HD2071,POS,,CTG000743,1,390000,4,2430000,30-06-2025 13:53
,HD2071,POS,,CTG000700,1,940000,4,2430000,30-06-2025 13:53
3097.0,HD2070,POS,,CTG000700,1,940000,1,940000,30-06-2025 13:22
3098.0,HD2069,POS,,CTG000743,1,390000,1,390000,29-06-2025 19:57
3103.0,HD2064,POS,Sale Kim Yến,CTG000471,1,1107000,1,1107000,28-06-2025 20:40
,HD2059,POS,Sale Kim Yến,CTG000013,1,285000,11,9551000,28-06-2025 12:02
,HD2059,POS,Sale Kim Yến,CTG000420,1,2100000,11,9551000,28-06-2025 12:02
,HD2059,POS,Sale Kim Yến,CTG000477,1,1600000,11,9551000,28-06-2025 12:02
,HD2059,POS,Sale Kim Yến,CTG000555,1,750000,11,9551000,28-06-2025 12:02
,HD2059,POS,Sale Kim Yến,CTG000636,1,530000,11,9551000,28-06-2025 12:02
,HD2059,POS,Sale Kim Yến,CTG000642,1,660000,11,9551000,28-06-2025 12:02
3113.0,HD2054,POS,CTG,CTG000745,1,750000,1,750000,27-06-2025 20:30
3116.0,HD2051,POS,CTG,CTG000745,1,750000,1,750000,27-06-2025 19:55
3119.0,HD2048,POS,CTG,CTG000660,1,950000,2,1545000,27-06-2025 18:48
,HD2048,POS,CTG,CTG000430,1,595000,2,1545000,27-06-2025 18:48
3123.0,HD2044,Zalo,,CTG000480,1,630000,1,635100,27-06-2025 15:09
,HD2039,POS,,CTG000376,1,514000,2,574000,27-06-2025 11:47
3136.0,HD2031,POS,,CTG000644,1,650000,2,1550000,26-06-2025 14:56
,HD2031,POS,,CTG000465,1,900000,2,1550000,26-06-2025 14:56
3149.0,HD2018,Facebook,Sale Kim Yến,CTG000440,1,1950000,2,2085000,24-06-2025 17:39
3156.0,HD2011,POS,Sale Kim Yến,CTG000613,1,70000,1,70000,23-06-2025 19:25
,HD2010,POS,Sale Kim Yến,CTG000566,1,793000,3,1904110,23-06-2025 19:20
3163.0,HD2004,POS,,CTG000382,1,735000,1,735000,23-06-2025 11:49
3167.0,HD2000,POS,,CTG000641,1,799800,1,799800,22-06-2025 17:27
3172.0,HD1995,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,21-06-2025 10:47
3179.0,HD1988,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,20-06-2025 15:35
3191.0,HD1976,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,18-06-2025 18:42
3203.0,HD1964,POS,,CTG000626,1,850000,1,850000,17-06-2025 17:24
3205.0,HD1962,POS,,CTG000704,1,450000,1,450000,17-06-2025 16:03
3208.0,HD1959,POS,Sale Kim Yến,CTG000704,1,450000,2,915800,17-06-2025 10:18
,HD1959,POS,Sale Kim Yến,CTG000376,1,514000,2,915800,17-06-2025 10:18
3226.0,HD1941,POS,Sale Kim Yến,CTG000719,1,70000,1,70000,14-06-2025 19:21
3227.0,HD1940,POS,Sale Kim Yến,CTG000363,1,1150000,1,1150000,14-06-2025 18:11
,HD1932,Zalo,Sale Kim Yến,,1,0,3,3826000,13-06-2025 14:38
3249.0,HD1918,POS,,CTG000378,2,357000,2,714000,12-06-2025 12:25
3251.0,HD1916,POS,Sale Kim Yến,CTG000546,1,650000,1,650000,11-06-2025 18:47
3252.0,HD1915,Zalo,Sale Kim Yến,CTG000377,1,990000,3,1697000,11-06-2025 10:05
,HD1915,Zalo,Sale Kim Yến,CTG000378,1,357000,3,1697000,11-06-2025 10:05
,HD1915,Zalo,Sale Kim Yến,CTG000349,1,350000,3,1697000,11-06-2025 10:05
3256.0,HD1911,POS,,CTG000433,1,490000,1,490000,10-06-2025 13:22
,HD1909,POS,Sale Kim Yến,CTG000376,1,514000,3,1204000,10-06-2025 11:03
,HD1909,POS,Sale Kim Yến,CTG000704,1,450000,3,1204000,10-06-2025 11:03
3261.0,HD1906,POS,,CTG000517,1,831000,2,1540000,09-06-2025 17:43
,HD1906,POS,,CTG000562,1,709000,2,1540000,09-06-2025 17:43
3263.0,HD1904,Zalo,Sale Kim Yến,CTG000470,1,900000,1,920000,09-06-2025 16:28
3274.0,HD1893,POS,,CTG000470,1,900000,1,900000,07-06-2025 17:13
3275.0,HD1892,POS,,CTG000492,1,1350000,1,1350000,07-06-2025 16:29
3277.0,HD1890,POS,,CTG000719,2,70000,2,140000,07-06-2025 12:54
3282.0,HD1885,POS,Sale Kim Yến,CTG000475,1,540000,1,540000,06-06-2025 09:40
3283.0,HD1884,POS,Sale Kim Yến,CTG000698,2,350000,2,700000,06-06-2025 09:16
,HD1876,POS,,CTG000349,3,350000,5,1569000,05-06-2025 15:20
3295.0,HD1872,POS,Sale Kim Yến,CTG000376,1,514000,3,1997000,05-06-2025 12:50
,HD1872,POS,Sale Kim Yến,CTG000552,1,930000,3,1997000,05-06-2025 12:50
,HD1872,POS,Sale Kim Yến,CTG000426,1,710000,3,1997000,05-06-2025 12:50
3305.0,HD1862,POS,Sale Kim Yến,CTG000471,1,1107000,1,1107000,03-06-2025 19:30
3306.0,HD1861,POS,Sale Kim Yến,CTG000471,1,1107000,1,1107000,03-06-2025 18:53
3315.0,HD1852,POS,Sale Kim Yến,CTG000433,1,490000,1,490000,01-06-2025 14:19
3316.0,HD1851,Admin,Sale Kim Yến,CTG000376,1,514000,2,539000,01-06-2025 10:41
3319.0,HD1848,POS,Sale Kim Yến,CTG000532,1,685000,1,685000,31-05-2025 17:19
3320.0,HD1847,Zalo,,CTG000649,2,891000,2,1780000,31-05-2025 16:42
3321.0,HD1846,POS,Sale Kim Yến,CTG000465,1,900000,2,1850000,31-05-2025 15:46
,HD1846,POS,Sale Kim Yến,CTG000660,1,950000,2,1850000,31-05-2025 15:46
3322.0,HD1845,POS,,CTG000638,1,490000,4,2048000,31-05-2025 13:39
,HD1845,POS,,CTG000403,1,498000,4,2048000,31-05-2025 13:39
,HD1845,POS,,CTG000483,1,570000,4,2048000,31-05-2025 13:39
,HD1845,POS,,CTG000433,1,490000,4,2048000,31-05-2025 13:39
3335.0,HD1832,POS,,,1,186000,2,372000,29-05-2025 09:40
,HD1832,POS,,CTG000637,1,186000,2,372000,29-05-2025 09:40
3337.0,HD1830,POS,,CTG000522,1,1200000,1,720000,28-05-2025 13:37
3338.0,HD1829,POS,Sale Kim Yến,CTG000615,1,570000,4,2285000,28-05-2025 13:24
,HD1829,POS,Sale Kim Yến,CTG000430,1,595000,4,2285000,28-05-2025 13:24
,HD1829,POS,Sale Kim Yến,CTG000559,1,570000,4,2285000,28-05-2025 13:24
3339.0,HD1828,POS,Sale Kim Yến,CTG000539,1,768000,2,1452000,27-05-2025 17:31
,HD1828,POS,Sale Kim Yến,CTG000639,1,684000,2,1452000,27-05-2025 17:31
3340.0,HD1827,POS,Sale Kim Yến,CTG000596,1,380000,1,380000,27-05-2025 14:59
3342.0,HD1825,Facebook,,CTG000569,1,450000,2,807600,26-05-2025 20:47
,HD1825,Facebook,,CTG000452,1,342600,2,807600,26-05-2025 20:47
3344.0,HD1823,POS,Sale Kim Yến,CTG000632,1,540000,1,540000,26-05-2025 09:50
3353.0,HD1814,POS,Sale Kim Yến,CTG000580,1,280000,2,640000,25-05-2025 10:01
,HD1814,POS,Sale Kim Yến,CTG000424,1,360000,2,640000,25-05-2025 10:01
3355.0,HD1812,POS,,CTG000622,1,414000,1,414000,24-05-2025 20:36
3356.0,HD1811,POS,,CTG000505,1,1040000,2,1284000,24-05-2025 20:23
,HD1811,POS,,CTG000575,1,1100000,2,1284000,24-05-2025 20:23
3357.0,HD1810,Admin,,CTG000398,1,390000,2,726000,24-05-2025 17:55
,HD1810,Admin,,CTG000512,1,336000,2,726000,24-05-2025 17:55
3358.0,HD1809,POS,,CTG000639,1,684000,6,3246600,24-05-2025 17:51
,HD1809,POS,,CTG000414,1,660000,6,3246600,24-05-2025 17:51
,HD1809,POS,,CTG000512,1,336000,6,3246600,24-05-2025 17:51
,HD1809,POS,,CTG000496,1,450000,6,3246600,24-05-2025 17:51
,HD1809,POS,,CTG000428,1,774000,6,3246600,24-05-2025 17:51
,HD1809,POS,,CTG000452,1,342600,6,3246600,24-05-2025 17:51
3359.0,HD1808,POS,,CTG000539,1,768000,2,1188000,24-05-2025 15:46
,HD1808,POS,,CTG000567,1,420000,2,1188000,24-05-2025 15:46
3363.0,HD1804,POS,,CTG000378,1,357000,1,357000,24-05-2025 11:42
3366.0,HD1801,Zalo,,CTG000651,5,850000,5,4037500,24-05-2025 11:08
3369.0,HD1798,POS,,CTG000698,2,350000,2,700000,24-05-2025 10:12
,HD1797,POS,,CTG000483,1,570000,3,940000,24-05-2025 10:04
,HD1797,POS,,CTG000437,1,270000,3,940000,24-05-2025 10:04
3377.0,HD1790,Admin,,CTG000624,1,456000,4,1713000,23-05-2025 16:07
,HD1790,Admin,,CTG000643,1,390000,4,1713000,23-05-2025 16:07
,HD1790,Admin,,CTG000648,1,387000,4,1713000,23-05-2025 16:07
,HD1790,Admin,,CTG000591,1,480000,4,1713000,23-05-2025 16:07
3379.0,HD1788,POS,Sale Kim Yến,CTG000704,1,450000,1,436500,23-05-2025 12:57
3382.0,HD1785,POS,,CTG000518,1,342000,2,832000,22-05-2025 19:32
,HD1785,POS,,CTG000638,1,490000,2,832000,22-05-2025 19:32
3388.0,HD1779,Facebook,Sale Kim Yến,CTG000563,1,530400,2,1140400,22-05-2025 14:23
,HD1779,Facebook,Sale Kim Yến,CTG000564,1,576000,2,1140400,22-05-2025 14:23
3389.0,HD1778,POS,,CTG000589,1,282000,6,2499000,22-05-2025 12:29
,HD1778,POS,,CTG000403,1,498000,6,2499000,22-05-2025 12:29
,HD1778,POS,,CTG000358,1,348000,6,2499000,22-05-2025 12:29
,HD1778,POS,,CTG000567,1,420000,6,2499000,22-05-2025 12:29
,HD1778,POS,,CTG000612,1,561000,6,2499000,22-05-2025 12:29
,HD1778,POS,,CTG000398,1,390000,6,2499000,22-05-2025 12:29
3392.0,HD1775,Zalo,,CTG000440,6,1950000,6,11100000,21-05-2025 17:37
3394.0,HD1773,Zalo,,CTG000735,12,180000,12,2376000,21-05-2025 17:22
3400.0,HD1767,Zalo,,CTG000384,2,1070000,3,2260000,20-05-2025 17:58
,HD1767,Zalo,,,1,120000,3,2260000,20-05-2025 17:58
3403.0,HD1764,Zalo,,CTG000436,2,1550000,9,4969400,20-05-2025 16:01
,HD1764,Zalo,,CTG000733,6,320000,9,4969400,20-05-2025 16:01
,HD1764,Zalo,,,1,120000,9,4969400,20-05-2025 16:01
3405.0,HD1762,Zalo,,CTG000470,12,900000,12,9936000,20-05-2025 09:37
3407.0,HD1760,POS,,CTG000013,1,285000,1,285000,18-05-2025 19:43
3414.0,HD1753,POS,Sale Kim Yến,CTG000617,1,240000,1,240000,17-05-2025 09:55
3418.0,HD1749,Website,,CTG000394,1,393000,1,443000,16-05-2025 18:46
3424.0,HD1743,Website,,CTG000564,1,576000,1,576000,16-05-2025 12:14
3425.0,HD1742,Website,,CTG000564,0,576000,0,0,16-05-2025 12:05
3428.0,HD1739,POS,,CTG000430,1,595000,1,595000,15-05-2025 15:39
3431.0,HD1736,POS,,CTG000704,1,450000,1,436000,15-05-2025 12:50
3434.0,HD1733,Zalo,,CTG000599,3,650000,5,3607000,15-05-2025 09:59
,HD1733,Zalo,,CTG000600,2,650000,5,3607000,15-05-2025 09:59
3437.0,HD1730,Zalo,,CTG000384,2,1070000,3,2240000,14-05-2025 15:33
3441.0,HD1726,POS,Sale Kim Yến,CTG000541,1,1300000,2,1990000,13-05-2025 18:25
,HD1726,POS,Sale Kim Yến,CTG000501,1,690000,2,1990000,13-05-2025 18:25
3443.0,HD1724,Website,,CTG000704,1,450000,1,455000,13-05-2025 15:59
3444.0,HD1723,Zalo,,CTG000471,6,1107000,6,5645700,13-05-2025 14:45
3452.0,HD1715,Zalo,,CTG000649,6,891000,6,5000000,13-05-2025 10:29
3455.0,HD1712,Facebook,,CTG000600,1,650000,2,1300000,12-05-2025 19:57
,HD1712,Facebook,,CTG000599,1,650000,2,1300000,12-05-2025 19:57
3464.0,HD1703,POS,Sale Kim Yến,CTG000704,1,450000,2,964000,11-05-2025 12:08
,HD1703,POS,Sale Kim Yến,CTG000376,1,514000,2,964000,11-05-2025 12:08
3466.0,HD1701,POS,Sale Kim Yến,CTG000680,1,265000,1,265000,10-05-2025 19:48
,HD1697,POS,Sale Kim Yến,CTG000455,1,530000,2,650000,10-05-2025 17:37
3484.0,HD1683,POS,,CTG000363,1,1150000,2,1861000,08-05-2025 20:13
,HD1683,POS,,CTG000603,1,711000,2,1861000,08-05-2025 20:13
3485.0,HD1682,POS,,CTG000424,1,600000,1,600000,08-05-2025 19:59
3491.0,HD1676,POS,,CTG000387,3,1300000,3,3900000,07-05-2025 21:02
3495.0,HD1672,POS,,CTG000016,6,150000,9,2328000,07-05-2025 10:02
,HD1672,POS,,CTG000013,1,285000,9,2328000,07-05-2025 10:02
,HD1672,POS,,CTG000677,1,615000,9,2328000,07-05-2025 10:02
,HD1672,POS,,CTG000620,1,600000,9,2328000,07-05-2025 10:02
3501.0,HD1666,POS,Sale Kim Yến,CTG000521,1,950000,2,1635000,06-05-2025 18:21
,HD1666,POS,Sale Kim Yến,CTG000532,1,685000,2,1635000,06-05-2025 18:21
3505.0,HD1662,POS,Sale Kim Yến,CTG000704,1,450000,1,436500,05-05-2025 21:09
3516.0,HD1651,POS,Sale Kim Yến,CTG000499,2,720000,2,1396800,02-05-2025 20:16
3521.0,HD1646,POS,Sale Kim Yến,CTG000576,1,790000,1,790000,01-05-2025 16:51
3522.0,HD1645,Zalo,Sale Kim Yến,CTG000624,1,760000,1,760000,01-05-2025 16:19
3523.0,HD1644,Zalo,Sale Kim Yến,CTG000378,2,357000,2,738300,01-05-2025 12:01
3524.0,HD1643,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,01-05-2025 09:50
3525.0,HD1642,POS,Sale Kim Yến,CTG000378,1,357000,2,1464000,01-05-2025 09:49
,HD1642,POS,Sale Kim Yến,CTG000471,1,1107000,2,1464000,01-05-2025 09:49
3528.0,HD1639,POS,,CTG000580,1,280000,1,280000,30-04-2025 18:51
3531.0,HD1636,POS,,CTG000680,1,265000,2,560000,30-04-2025 16:26
,HD1636,POS,,CTG000609,1,295000,2,560000,30-04-2025 16:26
3541.0,HD1626,POS,Sale Kim Yến,CTG000412,1,295000,1,295000,29-04-2025 13:49
3542.0,HD1625,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,29-04-2025 10:55
3543.0,HD1624,POS,Sale Kim Yến,CTG000016,2,150000,8,570000,29-04-2025 10:50
3549.0,HD1618,POS,Sale Kim Yến,CTG000501,1,690000,1,640000,28-04-2025 09:48
3551.0,HD1616,POS,Sale Kim Yến,CTG000412,1,295000,1,295000,27-04-2025 19:37
3552.0,HD1615,POS,Sale Kim Yến,CTG000719,1,70000,1,70000,27-04-2025 19:28
3555.0,HD1612,POS,,CTG000620,1,600000,1,600000,26-04-2025 20:19
3558.0,HD1609,POS,,CTG000580,1,280000,1,280000,26-04-2025 18:58
3559.0,HD1608,POS,,CTG000660,1,950000,1,950000,26-04-2025 18:57
3563.0,HD1604,POS,,CTG000378,1,357000,1,357000,26-04-2025 12:33
3567.0,HD1600,POS,,CTG000596,1,380000,3,1560000,25-04-2025 18:10
,HD1600,POS,,CTG000717,1,650000,3,1560000,25-04-2025 18:10
,HD1600,POS,,CTG000636,1,530000,3,1560000,25-04-2025 18:10
3574.0,HD1593,Zalo,Sale Kim Yến,CTG000376,4,514000,4,2056000,25-04-2025 10:18
3579.0,HD1588,POS,,CTG000644,1,650000,2,1300000,23-04-2025 20:47
,HD1588,POS,,CTG000717,1,650000,2,1300000,23-04-2025 20:47
,HD1580,Zalo,,CTG000471,1,1107000,3,2347000,22-04-2025 16:04
,HD1580,Zalo,,CTG000384,1,1070000,3,2347000,22-04-2025 16:04
3588.0,HD1579,POS,Sale Kim Yến,CTG000452,1,571000,1,571000,22-04-2025 13:11
3589.0,HD1578,Zalo,,CTG000471,0,1107000,0,0,22-04-2025 11:36
,HD1578,Zalo,,CTG000384,0,1070000,0,0,22-04-2025 11:36
3592.0,HD1575,Website,,CTG000623,1,890000,1,927000,22-04-2025 00:11
3595.0,HD1572,POS,,CTG000698,1,350000,1,350000,21-04-2025 19:29
3596.0,HD1571,POS,Sale Kim Yến,CTG000577,1,525000,1,525000,21-04-2025 17:41
3598.0,HD1569,POS,Sale Kim Yến,CTG000588,1,800000,2,1450000,21-04-2025 17:12
,HD1569,POS,Sale Kim Yến,CTG000599,1,650000,2,1450000,21-04-2025 17:12
3609.0,HD1558,POS,Sale Kim Yến,CTG000615,2,750000,2,1500000,20-04-2025 17:40
3610.0,HD1557,Zalo,Sale Kim Yến,CTG000487,1,1020000,2,2263000,20-04-2025 15:41
,HD1557,Zalo,Sale Kim Yến,CTG000534,1,1220000,2,2263000,20-04-2025 15:41
3611.0,HD1556,Zalo,Sale Kim Yến,CTG000487,0,1020000,0,0,20-04-2025 15:31
,HD1556,Zalo,Sale Kim Yến,CTG000534,0,1220000,0,0,20-04-2025 15:31
3612.0,HD1555,Zalo,Sale Kim Yến,CTG000532,0,685000,0,0,20-04-2025 15:11
,HD1555,Zalo,Sale Kim Yến,CTG000534,0,1220000,0,0,20-04-2025 15:11
3613.0,HD1554,POS,Sale Kim Yến,CTG000013,1,285000,2,810000,20-04-2025 12:37
,HD1554,POS,Sale Kim Yến,CTG000577,1,525000,2,810000,20-04-2025 12:37
3615.0,HD1552,POS,,CTG000660,1,950000,1,950000,19-04-2025 19:08
3618.0,HD1549,Zalo,,CTG000361,1,1690000,1,1710000,19-04-2025 17:11
3621.0,HD1546,POS,,CTG000606,1,314000,1,300000,19-04-2025 14:10
3622.0,HD1545,POS,,CTG000368,1,460000,3,1480000,19-04-2025 14:05
3623.0,HD1544,POS,,CTG000433,1,490000,2,1015000,19-04-2025 13:37
,HD1544,POS,,CTG000577,1,525000,2,1015000,19-04-2025 13:37
3624.0,HD1543,POS,Sale Kim Yến,CTG000364,1,290000,2,550000,18-04-2025 20:23
,HD1543,POS,Sale Kim Yến,CTG000637,1,310000,2,550000,18-04-2025 20:23
3628.0,HD1539,POS,,CTG000698,2,350000,2,700000,18-04-2025 09:29
3631.0,HD1536,POS,,CTG000403,1,830000,1,830000,17-04-2025 19:18
3634.0,HD1533,Zalo,Sale Kim Yến,CTG000570,3,1500000,3,4500000,16-04-2025 15:41
,HD1525,POS,,CTG000439,1,2100000,2,2220000,13-04-2025 20:47
3648.0,HD1519,POS,,CTG000013,1,285000,4,760000,12-04-2025 20:02
3651.0,HD1516,POS,Sale Kim Yến,CTG000719,2,70000,2,140000,12-04-2025 17:25
3653.0,HD1514,POS,Sale Kim Yến,CTG000565,1,1150000,1,1115500,12-04-2025 09:13
3654.0,HD1513,POS,Sale Kim Yến,CTG000563,2,884000,2,1768000,12-04-2025 09:07
3657.0,HD1510,Zalo,,CTG000376,1,514000,1,539000,11-04-2025 14:04
3661.0,HD1506,POS,Sale Kim Yến,CTG000572,1,1590000,1,1550000,10-04-2025 15:17
3662.0,HD1505,POS,Sale Kim Yến,CTG000698,2,350000,2,700000,10-04-2025 09:30
3663.0,HD1504,Zalo,,CTG000013,1,285000,1,301000,09-04-2025 19:31
3665.0,HD1502,POS,,CTG000349,1,350000,1,350000,09-04-2025 18:11
3666.0,HD1501,Zalo,,CTG000555,6,525000,6,3165000,09-04-2025 16:57
3667.0,HD1500,Zalo,,CTG000555,0,525000,0,0,09-04-2025 16:23
3668.0,HD1499,POS,,CTG000653,1,549000,1,549000,09-04-2025 10:18
3670.0,HD1497,POS,,CTG000508,1,410000,1,410000,09-04-2025 10:00
3671.0,HD1496,POS,Sale Kim Yến,CTG000634,1,520000,2,1069000,08-04-2025 20:29
,HD1496,POS,Sale Kim Yến,CTG000653,1,549000,2,1069000,08-04-2025 20:29
3674.0,HD1493,Zalo,,CTG000376,2,514000,5,2324900,08-04-2025 12:18
,HD1493,Zalo,,CTG000378,3,357000,5,2324900,08-04-2025 12:18
3675.0,HD1492,Zalo,,CTG000376,0,514000,0,0,08-04-2025 12:00
,HD1492,Zalo,,CTG000378,0,357000,0,0,08-04-2025 12:00
3677.0,HD1490,Zalo,,CTG000725,12,490000,12,6222690,08-04-2025 10:43
3679.0,HD1485,Zalo,Sale Kim Yến,CTG000555,1,525000,1,525000,07-04-2025 18:19
3683.0,HD1481,Zalo,Sale Kim Yến,CTG000625,2,450000,2,928000,07-04-2025 16:09
3684.0,HD1480,POS,,CTG000499,1,720000,1,720000,07-04-2025 13:43
3685.0,HD1479,POS,,CTG000546,1,650000,1,650000,07-04-2025 13:08
3686.0,HD1478,Website,,CTG000676,1,980000,1,1001000,07-04-2025 12:22
3689.0,HD1475,POS,,CTG000653,1,549000,1,549000,06-04-2025 19:30
3693.0,HD1471,POS,Sale Kim Yến,CTG000704,1,450000,1,435000,06-04-2025 17:52
3698.0,HD1466,Facebook,Sale Kim Yến,CTG000448,1,700000,2,1410000,06-04-2025 11:33
,HD1466,Facebook,Sale Kim Yến,CTG000532,1,685000,2,1410000,06-04-2025 11:33
3699.0,HD1465,POS,Sale Kim Yến,CTG000704,1,450000,1,450000,06-04-2025 10:32
3701.0,HD1463,POS,Sale Kim Yến,CTG000412,1,295000,1,295000,05-04-2025 19:03
3703.0,HD1461,Zalo,Sale Kim Yến,CTG000617,1,400000,1,444000,05-04-2025 16:48
3704.0,HD1460,POS,Sale Kim Yến,CTG000719,6,70000,6,420000,05-04-2025 14:35
3705.0,HD1459,POS,Sale Kim Yến,CTG000377,1,990000,1,990000,05-04-2025 11:27
3706.0,HD1458,POS,Sale Kim Yến,CTG000698,1,350000,2,630000,05-04-2025 10:41
,HD1458,POS,Sale Kim Yến,CTG000580,1,280000,2,630000,05-04-2025 10:41
3708.0,HD1456,POS,,CTG000016,2,150000,3,720000,04-04-2025 19:32
,HD1456,POS,,CTG000437,1,450000,3,720000,04-04-2025 19:32
3713.0,HD1451,Zalo,Sale Kim Yến,CTG000506,1,532000,2,706000,04-04-2025 16:12
3715.0,HD1449,Zalo,,CTG000362,2,300000,2,616000,04-04-2025 12:49
3724.0,HD1440,Zalo,,CTG000368,1,460000,6,3036000,03-04-2025 10:02
,HD1440,Zalo,,CTG000724,1,460000,6,3036000,03-04-2025 10:02
,HD1440,Zalo,,CTG000723,1,460000,6,3036000,03-04-2025 10:02
,HD1440,Zalo,,CTG000370,2,460000,6,3036000,03-04-2025 10:02
,HD1440,Zalo,,CTG000722,1,460000,6,3036000,03-04-2025 10:02
3726.0,HD1438,POS,,CTG000488,1,669000,1,669000,02-04-2025 14:15
3727.0,HD1437,POS,,CTG000679,1,150000,1,150000,02-04-2025 11:37
3729.0,HD1435,POS,Sale Kim Yến,CTG000349,1,350000,1,339500,01-04-2025 20:33
3730.0,HD1434,POS,Sale Kim Yến,CTG000538,1,360000,1,360000,01-04-2025 18:53
3731.0,HD1433,POS,Sale Kim Yến,CTG000348,1,410000,1,410000,01-04-2025 18:00
3732.0,HD1432,POS,Sale Kim Yến,CTG000013,1,285000,2,1425000,01-04-2025 16:56
,HD1432,POS,Sale Kim Yến,CTG000639,1,1140000,2,1425000,01-04-2025 16:56
3733.0,HD1431,POS,,CTG000488,1,669000,1,669000,01-04-2025 11:50
3734.0,HD1430,Zalo,,CTG000596,6,380000,8,3950000,01-04-2025 11:27
,HD1430,Zalo,,CTG000597,2,790000,8,3950000,01-04-2025 11:27
3735.0,HD1429,POS,,CTG000582,1,790000,3,1975000,31-03-2025 20:28
,HD1429,POS,,CTG000646,1,425000,3,1975000,31-03-2025 20:28
,HD1429,POS,,CTG000624,1,760000,3,1975000,31-03-2025 20:28
3736.0,HD1428,POS,,CTG000543,1,692000,1,692000,31-03-2025 18:44
3745.0,HD1419,POS,,CTG000430,1,595000,2,1285000,30-03-2025 13:31
,HD1419,POS,,CTG000501,1,690000,2,1285000,30-03-2025 13:31
3748.0,HD1416,POS,,CTG000606,1,220000,1,220000,29-03-2025 19:03
3749.0,HD1415,POS,,CTG000562,1,709000,1,709000,29-03-2025 18:22
3753.0,HD1411,POS,,CTG000653,1,549000,1,510000,29-03-2025 13:51
3755.0,HD1408,Zalo,,CTG000348,1,410000,4,2544000,29-03-2025 09:56
,HD1408,Zalo,,CTG000376,1,514000,4,2544000,29-03-2025 09:56
,HD1408,Zalo,,CTG000654,1,630000,4,2544000,29-03-2025 09:56
,HD1408,Zalo,,CTG000377,1,990000,4,2544000,29-03-2025 09:56
3756.0,HD1407,POS,,CTG000376,1,514000,2,1504000,29-03-2025 09:42
,HD1407,POS,,CTG000377,1,990000,2,1504000,29-03-2025 09:42
,HD1406,POS,,CTG000698,1,350000,2,750000,29-03-2025 09:39
3758.0,HD1405,POS,,CTG000412,1,295000,1,295000,29-03-2025 09:24
